track_artist,track_popularity,track_album_release_date
Bigg Rich,33,2015-06-01
Elias Ahmad,35,2019-11-29
Cheeky El Exotico,29,2019-10-15
The Swinghoppers,44,2020-01-03
Jack Rose,46,2019-12-20
Wayne Brady,40,2019-12-18
Kai the Kid,34,2019-09-13
Olivia Creutzer,40,2019-04-19
Xcellence!,35,2019-09-26
Vox Eagle,37,2019-12-16
Antoine Villoutreix,36,2019-12-23
Modhayan,38,2019-08-25
Lkhn,31,2019-12-18
Aiwass,40,2019-12-20
DINKS,32,2019-12-20
Emma Clair,34,2019-12-20
Andrezia,38,2019-12-19
Mr Lock,37,2019-10-18
Nick Marcus,34,2019-08-30
Catdra Catthien,38,2019-12-19
Teresa Jae,32,2019-12-18
Sir Foster,43,2019-09-06
Rachel Mason,41,2019-04-24
Oz,26,2019-10-18
Wett Brain,43,2019-12-14
Burning Fierce,36,2017-05-08
Marco Maggiore,32,2014-01-20
Ley,37,2019-10-05
Ed Sheeran,84,2019-07-12
Werner Mill,42,2018-05-18
Parachute,52,2016-11-18
X-Change,45,2019-10-31
AW,42,2019-10-03
Jade Key,38,2019-12-06
Duchess,36,2019-12-13
Wolfgang Lohr,40,2019-12-13
DJ Eddie F,37,2019-11-25
Ekat Bork,48,2019-10-18
Road Kahan,41,2019-12-12
Rewind,38,2019-10-13
MOE KI,25,2019-12-09
Marcus Muscogee,24,2019-10-18
Thelin,28,2019-12-08
James Patricio,23,2019-10-29
Monterosso,33,2019-11-22
CHRYS THOMPSON,30,2019-10-31
PayAttention,40,2019-12-06
PayAttention,47,2019-06-14
Irajá,39,2019-11-07
Salah,31,2018-04-06
James Bakian,28,2019-11-29
Prince Kane,30,2019-11-27
Tight Rhymes,41,2019-11-22
PLANKGAS,36,2019-11-19
Tight Rhymes,41,2019-11-12
Byron Keno,34,2019-11-14
Andrea Consoli,42,2019-11-15
Funky XV,38,2019-11-14
B3 The Third,37,2018-12-05
Two Neighbors,27,2019-11-01
Many Moor,34,2016-06-10
CHRYS THOMPSON,24,2019-09-03
Cardi B,79,2018-10-23
Tyga,82,2018-05-16
Lil Mosey,14,2018-10-19
Sheck Wes,10,2017-09-19
Drake,82,2018-06-29
6ix9ine,15,2018-07-22
Lil Baby,84,2018-10-05
Kanye West,79,2018-09-07
Tyga,73,2018-07-25
Quavo,64,2018-08-10
Offset,81,2017-10-30
A$AP Rocky,82,2018-05-25
Flipp Dinero,78,2018-09-04
Juice WRLD,18,2018-05-23
Nicky Jam,82,2020-01-08
Dalex,91,2019-11-01
KAROL G,98,2019-11-07
Bad Bunny,93,2019-11-21
Shakira,79,2020-01-13
DJ Snake,80,2019-12-27
J Balvin,82,2020-01-09
Dimelo Flow,90,2019-12-13
Nicky Jam,46,2019-10-29
Ozuna,60,2019-11-28
Arcangel,84,2019-12-20
Rich Music LTD,85,2019-10-11
Tainy,90,2019-08-22
Rauw Alejandro,92,2019-08-29
Reik,88,2019-08-23
Rich Music LTD,52,2019-09-20
Lunay,89,2019-10-25
Eladio Carrion,79,2019-11-18
Myke Towers,74,2019-12-13
Dalex,87,2019-11-22
Zion & Lennox,71,2019-12-06
DJ Luian,78,2019-12-04
Casper Magico,73,2019-12-06
Daddy Yankee,90,2019-10-18
Alex Rose,76,2019-11-08
Maluma,85,2019-09-27
Mau y Ricky,75,2019-12-20
Eix,70,2019-12-20
J Balvin,88,2019-11-15
Brytiago,75,2019-11-15
Feid,76,2019-11-01
Prince Royce,71,2019-11-15
Dimitri Vegas & Like Mike,71,2019-11-29
Casper Magico,70,2019-12-13
Becky G,67,2019-10-18
Darell,75,2019-12-06
Sech,88,2019-09-26
Jhay Cortez,81,2019-11-19
Paloma Mami,75,2019-12-10
Rvssian,82,2019-09-18
Nio Garcia,63,2020-01-02
Manuel Turizo,76,2019-08-23
Noriel,77,2019-10-25
Messiah,68,2019-12-06
Omar Montes,82,2019-10-24
Nacho,67,2019-12-13
Wisin & Yandel,77,2019-10-18
Guaynaa,70,2019-11-22
Ñejo,72,2019-09-27
Dimelo Flow,75,2019-11-29
Dimelo Flow,72,2019-12-20
Justin Quiles,86,2019-09-06
Anuel AA,93,2019-07-19
Ozuna,70,2019-11-29
Jhay Cortez,78,2019-11-01
Manuel Turizo,83,2019-08-23
J Balvin,91,2019-06-28
Jhay Cortez,84,2019-05-17
Rauw Alejandro,76,2019-12-13
Rich Music LTD,81,2019-10-11
Dimelo Flow,83,2019-08-30
Myke Towers,84,2019-08-02
Bad Bunny,90,2019-05-31
DrefQuila,61,2019-12-20
Sech,86,2019-07-26
Lunay,85,2019-05-10
Myke Towers,81,2019-09-13
Darell,80,2019-07-12
Sech,11,2019-04-11
Dalex,83,2019-05-10
Daddy Yankee,80,2019-06-28
Nicky Jam,58,2019-08-02
Mau y Ricky,82,2019-07-17
Sech,7,2019-02-28
J Balvin,79,2019-06-28
Noriel,83,2019-08-09
Nio Garcia,79,2019-07-19
Myke Towers,79,2020-01-03
Feid,73,2019-12-13
Arcangel,65,2019-12-20
Yandel,68,2019-12-06
Corina Smith,62,2020-01-10
Marko Silva,63,2019-12-06
NAIZA,30,2020-01-17
The Black Eyed Peas,96,2019-10-12
J Alvarez,39,2019-12-13
Ozuna,72,2019-11-29
Cali Y El Dandee,76,2019-11-08
Ozuna,69,2019-11-29
Amenazzy,67,2019-12-06
Mike Bahía,64,2019-11-15
Arcangel,67,2019-12-20
TINI,72,2020-01-10
Tayl G,55,2019-10-18
J Alvarez,57,2019-12-13
Sartiboy,53,2019-12-13
Los Hitmen,66,2019-12-06
Ñejo,43,2019-11-22
Juhn,69,2019-12-07
Tayl G,52,2019-12-20
Jon Z,67,2019-11-27
Mike Bahía,68,2019-11-15
Amenazzy,61,2019-11-22
J Bas Y Santy,48,2019-12-13
blackbear,69,2019-12-13
Ozuna,85,2019-11-29
Rigo V,44,2019-09-13
Japiaguar,45,2019-12-06
J Alvarez,54,2019-11-08
Elias Diaz,39,2019-09-20
Rauw Alejandro,72,2019-11-20
Lalo Ebratt,57,2019-12-12
Gabo Viera,43,2019-12-13
Myke Towers,66,2019-11-22
Rich Music LTD,88,2019-10-11
BVDGE,39,2019-12-20
Mike Bahía,79,2019-11-15
Ozuna,66,2019-11-29
Lionel Ferro,42,2020-01-10
Static & Ben El,57,2020-01-10
Rauw Alejandro,77,2019-11-05
Nacho,62,2019-10-25
Arcangel,66,2019-12-20
Jotacé,37,2019-12-06
Nacho,48,2019-10-25
Llane,68,2019-10-18
Brytiago,57,2019-10-25
Jabex,38,2020-01-10
Ricky Martin,72,2019-11-12
Power Peralta,51,2020-01-10
Fullbeta,43,2019-11-29
Don Omar,56,2019-11-22
Javiielo,59,2019-11-29
Maikel Delacalle,58,2019-11-27
TINI,82,2019-09-06
Marina Yers,53,2019-11-01
Nibal,48,2019-11-29
Joseph El De La Urba,59,2019-12-13
Ozuna,67,2019-11-29
Darkiel,59,2019-08-23
Novoa,39,2019-11-15
ICON,71,2019-11-22
Juanes,77,2019-11-22
Kevin G.,24,2019-11-15
Vibarco,41,2019-11-29
Akim,55,2019-11-22
Nicky Jam,62,2019-11-01
Plan B,4,2010-07-20
Tony Dize,2,2007-01-01
Eddy Lover,1,2008-01-01
Don Omar,72,2006-01-01
Daddy Yankee,69,2004-07-13
Big Boy,71,2006-01-01
Angel Y Khriz,68,2008
Tony Dize,2,2008-01-01
Aventura,74,2005-04-26
Daddy Yankee,71,2008-08-12
De La Ghetto,66,2006-01-01
Ñejo & Dalmata,68,2007-01-01
Mach & Daddy,67,2005-01-01
Don Omar,12,2004-01-01
Tony Dize,2,2009-11-17
Wisin & Yandel,67,2013-01-01
Angel Y Khriz,7,2011-12-29
Nicky Jam,63,2016-02-24
Don Omar,50,2006-01-01
Trebol Clan,65,2015-06-10
Tego Calderon,71,2003-07-01
"Tito ""El Bambino""",63,2006-01-01
Daddy Yankee,73,2004-07-13
Don Omar,73,2003-01-01
Plan B,3,2010-07-20
Wolfine,60,2013-10-02
Calle 13,73,2005
Yaga & Mackie,62,2015-07-14
Don Omar,51,2006-01-01
"Héctor ""El Father""",65,2006-01-01
Zion & Lennox,66,2004-05-04
Flex,57,2007-01-01
Hector & Tito,49,2002-01-01
R.K.M & Ken-Y,63,2016-11-04
Wisin & Yandel,68,2005-01-01
Ivy Queen,49,2006-11-14
"Héctor ""El Father""",1,2012-12-04
Maluma,72,2015-10-30
Don Omar,60,2012-01-01
Nicky Jam,60,2009-07-31
Tego Calderon,63,2004
Wisin & Yandel,69,2005-01-01
Alexis y Fido,64,2007-09-28
"Tito ""El Bambino""",63,2009-03-03
Daddy Yankee,6,2017-01-13
Farruko,68,2016-02-22
Tego Calderon,61,2009-11-10
Don Omar,62,2009-01-01
Wisin & Yandel,64,2005-01-01
Ozuna,8,2016-06-06
R.K.M & Ken-Y,47,2008-01-01
Eddie Dee,58,2005
Arcangel,65,2008-12-09
"Tito ""El Bambino""",61,2006-01-01
J Balvin,70,2013-09-29
El General,60,1991
Don Omar,67,2006-06-20
Daddy Yankee,64,2005-01-01
Ñejo,61,2012-10-01
Farruko,69,2015-10-23
El General,62,2009-04-14
R.K.M & Ken-Y,45,2007-01-01
Nicky Jam,60,2014-09-09
DJ Nelson,56,2016-04-01
Ivy Queen,55,2004-01-27
Trebol Clan,50,2004-11-23
Wisin,51,2006-11-21
J Balvin,69,2014-09-16
Daddy Yankee,5,2013-01-01
Ñejo,61,2012-10-01
Ivy Queen,49,2006-11-14
Randy,61,2013-07-09
J Balvin,65,2013-09-29
Luny Tunes,59,2003-08-26
Daddy Yankee,57,2003-03-03
Alexis y Fido,61,2007-09-28
Tego Calderon,54,2006-08-29
Casa De Leones,56,2007-06-19
Hector & Tito,0,2003-01-01
Ñejo & Dalmata,55,2016-11-30
Alexis y Fido,63,2011-03-21
Tego Calderon,54,2003-07-01
El Chombo,56,2016-10-28
Baby Rasta & Gringo,54,2004-05-11
N.O.R.E.,61,2006-07-18
Arcangel,58,2006-09-26
Farruko,54,2016-02-22
Nicky Jam,68,2014-09-09
"Tito ""El Bambino""",60,2007-01-01
Eddie Dee,57,2005
Hector & Tito,0,2003-01-01
El Chombo,51,1999
Yomo,0,2006-01-01
R.K.M & Ken-Y,0,2007-01-01
Wisin,56,2004
Luny Tunes,54,2003-08-26
Eddie Dee,52,2005
Voltio,13,2014-10-07
Yandel,55,2003
Daddy Yankee,71,2012-01-01
Arcangel,64,2019-12-20
Lunay,79,2019-10-15
Favian Lovo,55,2019-11-14
Mariah,72,2019-09-27
J Balvin,86,2019-06-28
Anuel AA,80,2018-12-14
Lunay,68,2019-09-13
Bryant Myers,71,2019-06-28
Urba y Rome,62,2019-06-21
Alex Rose,65,2019-09-13
Zion & Lennox,72,2019-05-17
Nicky Jam,58,2019-03-22
Farruko,76,2019-04-26
Sech,77,2019-04-19
Lyanno,58,2019-03-01
Ghetto Kids,79,2019-06-20
Paulo Londra,77,2019-05-23
Wisin & Yandel,80,2018-12-14
Lunay,67,2019-03-29
Bad Bunny,72,2018-12-23
Anuel AA,65,2018-07-17
Ozuna,66,2018-08-24
Wisin & Yandel,72,2018-12-14
Rauw Alejandro,78,2019-03-15
Nio Garcia,66,2019-02-22
Zion & Lennox,76,2018-02-23
Kevin Roldan,62,2018-11-30
Justin Quiles,10,2018-04-20
Chencho Corleone,62,2019-05-03
De La Ghetto,64,2019-03-15
Darell,64,2019-04-19
Nicki Nicole,43,2019-11-08
Major Lazer,84,2019-09-11
Fer Palacio,75,2019-03-21
Team Mati,50,2020-01-10
El Alfa,70,2019-12-19
Tommy Boysen,50,2020-01-01
DJ Snake,48,2019-06-13
Duki,68,2019-11-01
Rauw Alejandro,72,2019-10-31
Lautaro LR,44,2019-12-12
El Alfa,61,2018-02-09
j mena,62,2019-11-29
El Alfa,81,2019-11-07
Romeo El Santo,55,2019-11-20
Mark B.,58,2019-11-15
Bhavi,71,2019-10-20
Duki,59,2019-11-01
Agus Padilla,55,2019-11-21
Jhay Cortez,86,2019-05-24
Ms Nina,78,2017-01-04
C. Tangana,66,2019-10-31
ROSALÍA,88,2019-08-15
Javiielo,74,2019-08-17
Nestor En Bloque,53,2019-09-13
Anuel AA,10,2018-07-17
CantoParaBailar,49,2019-10-11
Duki,79,2019-08-07
J Balvin,74,2019-06-28
C. Tangana,79,2019-09-12
Ke Personajes,72,2019-04-17
Emilia,66,2019-08-30
J Balvin,73,2018-05-25
Bad Bunny,69,2018-12-23
Romeo El Santo,52,2019-02-21
area3,48,2019-10-10
Tommy Boysen,61,2019-04-05
Maluma,86,2019-05-17
Dalex,18,2019-02-07
Eladio Carrion,75,2019-08-06
Khea,71,2019-09-27
ROSALÍA,87,2019-03-28
De La Ghetto,52,2020-01-17
Jay Menez,63,2020-01-07
Sky,50,2020-01-17
Arcangel,68,2019-12-20
Anonimus,44,2020-01-16
J Montez,50,2020-01-01
Gigolo Y La Exce,61,2019-12-20
Chris Wandell,60,2019-12-06
Logan Romero,51,2019-11-11
Baby Rasta & Gringo,56,2019-12-13
Ozuna,68,2019-11-07
Jaycob Duque,54,2019-12-06
Vibarco,54,2019-07-26
Kaline,48,2019-12-05
Jerry Di,70,2019-10-25
Rich Music LTD,77,2019-10-11
Farruko,77,2019-10-10
Jey Blessing,70,2019-11-07
Nio Garcia,68,2019-11-08
Young L3x,48,2019-11-29
Rich Music LTD,76,2019-10-11
Chris Viz,76,2019-04-10
BB Nobre,49,2019-11-22
DJ Luian,83,2019-03-28
Amenazzy,69,2019-08-30
Brytiago,71,2019-05-17
Sech,68,2019-04-19
Maluma,68,2019-05-17
Prince Royce,75,2019-06-07
Casper Magico,74,2019-04-30
Ozuna,80,2019-04-25
Kenny Man,75,2018-09-14
Tommy Boysen,73,2017-10-05
Anuel AA,82,2018-11-02
Sech,1,2018-07-27
Camilo,88,2019-08-09
Abraham Mateo,78,2019-10-01
Camilo,78,2019-12-20
Becky G,79,2019-10-18
Dimitri Vegas & Like Mike,74,2019-11-29
Mau y Ricky,77,2019-10-11
Pablo Alborán,78,2019-11-06
Beéle,39,2019-08-08
Bryant Myers,79,2019-11-15
CNCO,75,2019-10-11
Aitana,81,2019-12-17
Piso 21,86,2019-09-06
Ozuna,75,2019-11-29
TINI,81,2019-10-11
Natti Natasha,80,2019-10-04
Danny Ocean,75,2019-10-25
Plan B,62,2010
Tonny Tun Tun,63,2012-09-24
Don Omar,31,2006-01-01
DY,0,2017-05-24
Zion,67,2007-06-05
Don Omar,49,2006-01-01
Wisin & Yandel,43,2007-11-20
"Tito ""El Bambino""",55,2011-07-12
Baby Rasta,60,2009-08-12
Daddy Yankee,64,2008-08-12
Mackieaveliko,40,2015-12-12
Zion,63,2012-08-20
Daddy Yankee,45,2007-11-20
DJ Nelson,56,2004-03-02
Wisin & Yandel,59,2009-01-01
Randy,51,2018-07-14
Wisin & Yandel,66,2007-01-01
Nova y Jory,62,2009-06-26
Sammy & Falsetto,58,2012
Daddy Yankee,64,2006-09-26
Plan B,59,2010
Don Omar,57,2010-01-01
Arcangel,62,2008-12-09
Wisin & Yandel,58,2005-01-01
Jowell & Randy,58,2007-12-18
Jadiel,57,2013-10-31
Zion,41,2007-11-20
Randy,49,2018-05-04
Wisin & Yandel,58,2006-01-01
R.K.M & Ken-Y,59,2013-07-09
Ivy Queen,33,2004-01-01
RKM,42,2008-09-09
R.K.M & Ken-Y,62,2016-11-04
J Alvarez,59,2010-11-16
Yomo,49,2008-11-11
R.K.M & Ken-Y,63,2016-11-04
Farruko,0,2015-08-28
Wisin & Yandel,58,2003
Farruko,53,2011-05-11
Wisin & Yandel,56,2006-01-01
"Héctor ""El Father""",52,2006-01-01
Ñejo,47,2005
Luny Tunes,55,2003-08-26
Wisin & Yandel,55,2007-01-01
"Franco ""El Gorilla""",0,2009-01-01
DJ Nelson,34,2016-04-01
Nova y Jory,42,2010-05-31
Daddy Yankee,63,2004-07-13
Baby Ranks,13,2008-08-19
Jadiel el Incomparable,50,2016-11-21
"Tito ""El Bambino""",52,2006-01-01
R.K.M & Ken-Y,43,2016-11-04
Wisin & Yandel,56,2009-01-01
Luny Tunes,51,2003-08-26
Arcangel,0,2019-04-11
"Héctor ""El Father""",35,2004
Plan B,34,2006-01-01
Nova y Jory,58,2011-07-12
Tego Calderon,54,2009-02-03
Yaga & Mackie,54,2015-10-25
"Héctor ""El Father""",51,2007-01-01
Daddy Yankee,59,2004-07-13
Magnate,0,2007-01-01
Luny Tunes,58,2003-08-26
Arcangel,48,2008-12-09
Don Omar,3,2014-02-14
Hector & Tito,31,2005
Erre XI,38,2008-01-01
Ivy Queen,56,2010-01-01
Jowell & Randy,46,2007-06-19
Zion & Lennox,56,2004-05-04
Arcangel,0,2019-04-11
Voltio,45,2006-01-01
Daddy Yankee,87,2019-01-24
Pedro Capó,86,2018-10-05
KAROL G,73,2019-05-03
Maluma,83,2019-05-17
Anuel AA,82,2019-01-15
Bad Bunny,83,2018-10-11
Sebastian Yatra,80,2019-06-21
Daddy Yankee,76,2018-01-18
Luis Fonsi,79,2019-02-01
Becky G,78,2018-04-20
Nicky Jam,72,2017-01-20
Natti Natasha,77,2017-09-01
Becky G,43,2017-07-14
Maluma,76,2018-05-18
Ozuna,79,2018-08-24
CNCO,74,2016-08-26
Danny Ocean,74,2019-03-22
Luis Fonsi,68,2019-02-01
Piso 21,72,2018-05-11
Nicky Jam,68,2017-01-20
Carlos Vives,76,2017-11-10
Nacho,69,2018-05-11
Luis Fonsi,75,2019-02-01
Wisin,68,2017-12-01
KAROL G,65,2019-05-03
Enrique Iglesias,68,2018-01-12
Joey Montana,64,2016-09-09
Nicky Jam,52,2018-03-02
Romeo Santos,73,2017-07-21
Luis Fonsi,76,2017-04-17
Nio Garcia,80,2018-04-13
Wisin,76,2017-12-01
Daddy Yankee,77,2018-11-09
Reik,18,2018-02-16
Maluma,74,2018-05-18
Maluma,70,2018-05-18
Alex Sensation,70,2017-08-04
Sech,84,2019-04-19
Ozuna,65,2019-01-05
Dalex,84,2019-05-10
Reik,79,2019-05-31
Pitbull,76,2019-04-26
Luis Fonsi,75,2019-04-24
CNCO,69,2018-10-26
Thalía,75,2018-11-09
Mau y Ricky,80,2019-05-03
Juanes,78,2019-09-06
Greeicy,71,2019-03-15
Camilo,77,2019-10-15
Mau y Ricky,79,2018-10-12
Mike Bahía,4,2019-11-15
Yandel,73,2019-05-24
Chyno Miranda,63,2019-07-26
Shawn Mendes,93,2019-06-21
Cruz,61,2019-06-28
Sofia Reyes,67,2019-10-11
DJ Goozo,65,2019-07-19
Nacho,66,2019-05-31
Rombai,64,2019-08-23
Haze,67,2019-11-22
Mario Bautista,64,2019-12-06
Danny Romero,74,2019-06-28
Silvestre Dangond,60,2019-10-25
Ed Sheeran,90,2019-05-10
Alejandro Gonzalez,54,2019-03-22
Tones and I,43,2019-05-10
Lérica,74,2019-11-05
Dua Lipa,97,2019-10-31
Maroon 5,98,2019-09-20
Becky G,76,2018-08-02
Sebastian Yatra,72,2018-05-18
Anuel AA,74,2016-12-02
KAROL G,57,2017-05-05
Kevin Roldan,72,2018-09-07
Danny Ocean,77,2017-06-16
Zion & Lennox,74,2016-09-30
Wolfine,71,2017-12-29
Brytiago,67,2018-05-01
Ozuna,75,2017-08-25
Rvssian,73,2018-09-06
CNCO,71,2018-04-06
Amenazzy,68,2017-09-19
Daddy Yankee,72,2017-01-13
J Balvin,74,2017-06-02
Jesse & Joy,71,2017-08-18
Nacho,5,2017-04-14
Joey Montana,65,2017-09-01
Piso 21,53,2018-05-11
Ozuna,71,2017-08-25
Ricky Martin,73,2016-09-23
CNCO,66,2018-04-06
Shakira,71,2017-05-26
J Balvin,6,2016-06-24
Plan B,62,2014-08-25
Prince Royce,63,2018-03-16
Baby Rasta & Gringo,64,2015-08-21
Luis Fonsi,74,2018-10-19
J Alvarez,2,2011-09-20
Zion,3,2012-08-20
Yandel,67,2017-09-08
Klasico,63,2016-02-12
Don Omar,65,2016-11-11
Anitta,75,2017-11-19
Maluma,65,2015-10-30
Mambo Kingz,66,2016-01-23
Cosculluela,71,2018-04-13
Sebastian Yatra,3,2017-02-10
J Balvin,2,2014-07-22
Farruko,63,2015-10-23
Ozuna,73,2017-08-25
Justin Quiles,62,2017-03-10
Daddy Yankee,61,2017-03-03
Manuel Turizo,73,2017-04-10
Los De La Nazza,58,2015-08-28
Yandel,55,2017-02-10
Wisin & Yandel,61,2012-01-01
Cosculluela,58,2016-10-14
Farruko,58,2016-02-22
Ozuna,64,2017-08-25
J Balvin,71,2016-06-24
Nacho,54,2018-04-03
Manuel Turizo,53,2016-12-07
Ozuna,72,2017-08-25
Pitbull,1,2014-06-10
J Balvin,66,2018-05-25
Daddy Yankee,76,2004-07-13
Daddy Yankee,0,2013-10-29
Don Omar,2,2004-06-20
Pitbull,50,2012-05-29
Daddy Yankee,1,2006-01-01
Daddy Yankee,68,2013-07-09
Daddy Yankee,0,2007-06-04
Daddy Yankee,59,2012-01-01
Daddy Yankee,57,2012-01-01
Juan Magán,45,2012-05-14
Juan Magán,56,2012-05-14
Juan Magán,63,2009-01-01
Wisin & Yandel,49,2008-01-01
Don Omar,1,2010-01-01
Tacabro,56,2011
Daddy Yankee,1,2008-01-01
Daddy Yankee,0,2008-01-01
Daddy Yankee,67,2008-08-12
Luny Tunes,62,2015-10-23
Chino & Nacho,1,2009-01-01
Fuego,41,2016-01-29
Fuego,0,2011
Big Yamo,0,2012-02-07
Don Omar,49,2014-08-12
Kevin Lyttle,65,2004-03-30
Latin Fresh,0,2006-01-01
Plan B,58,2014-07-19
Wisin & Yandel,38,2006-01-01
El Super Nuevo,38,2018-07-18
Elvis Crespo,67,2008-07-21
Alexio,61,2015-08-15
Myke Towers,79,2019-04-09
Kevin Roldan,69,2019-07-26
Eladio Carrion,68,2019-02-07
Rauw Alejandro,71,2019-07-08
Alex Rose,58,2019-05-10
Juhn,66,2019-02-01
Super Yei,77,2018-08-04
Feid,66,2019-05-17
Lary Over,64,2019-07-26
Jamby el Favo,62,2018-12-14
Milly,61,2019-06-14
Xcelencia,50,2019-11-22
Alex Rose,64,2019-10-25
Bryant Myers,74,2019-07-26
Jerry Di,57,2019-07-19
Cauty,56,2019-10-23
Diamond la Mafia,44,2019-08-12
Yannc,72,2018-10-19
Lenny Tavárez,63,2018-12-14
Ozuna,69,2018-11-16
Oken,61,2018-12-21
Dejota2021,48,2019-05-08
LAGOS,48,2019-07-19
Ele A El Dominio,62,2019-05-10
Gian Varela,48,2019-04-25
Leebrian,37,2019-04-02
Genio,38,2019-11-22
LATENIGHTJIGGY,53,2019-08-30
Alex Rose,71,2018-07-27
KBM,25,2019-06-21
BB Nobre,36,2019-03-29
Almighty,65,2019-06-07
Mora,0,2019-04-12
Jay Menez,65,2019-10-17
Favian Lovo,57,2019-10-25
Joyce Santana,31,2019-05-24
Manu Durán,33,2019-05-24
Italian Somali,45,2019-02-26
Logan Romero,40,2019-04-17
Joniel El Lethal,30,2019-11-15
Jantony,40,2019-11-01
Sitoonce,33,2019-06-14
"Héctor ""El Father""",40,2005-01-01
Zion,0,2007-06-05
Noriega,0,2014-08-05
Cheka featuring Michael Stuart,15,2008-01-01
Wisin & Yandel,0,2012-01-01
Wisin & Yandel,1,2009-01-01
"Franco ""El Gorilla""",39,2009-01-01
Wisin & Yandel,37,2009-01-01
Wisin & Yandel,64,2007-01-01
Big Yamo,2,2013-06-10
Wisin & Yandel,0,2009-01-01
Wisin & Yandel,0,2010-06-15
Ivy Queen,41,2009-07-24
"Héctor ""El Father""",25,2007-01-01
Don Omar,0,2009-01-01
Tony Dize,49,2012-01-01
Alexis y Fido,61,2011-03-21
Chino & Nacho,0,2009-01-01
Tony Dize,1,2006-01-01
Don Omar,0,2006-01-01
Don Omar,57,2009-01-01
Ñejo & Dalmata,51,2007-01-01
Ñejo & Dalmata,53,2007-01-01
Ñejo & Dalmata,45,2007-01-01
Wisin & Yandel,52,2013-01-01
Wisin & Yandel,69,2012-01-01
Nova,1,2009-06-26
Ñejo & Dalmata,0,2013-02-19
Don Omar,68,2006-01-01
Alexis y Fido,56,2012-08-20
La Secta,40,2006-01-01
Wisin & Yandel,0,2010-01-01
Tego Calderon,0,2004-01-01
Daddy Yankee,62,2012-01-01
Angel Y Khriz,1,2011-12-28
Zion,0,2007-01-01
J Alvarez,47,2010-04-06
Arcangel,1,2009-03-12
Don Omar,0,2006-01-01
Don Omar,0,2006-01-01
Wisin & Yandel,0,2007-01-01
Don Omar,0,2009-01-01
Angel Y Khriz,59,2008-01-01
Aventura,73,2002-06-01
Aventura,71,2009-06-09
Aventura,66,2005-04-26
Zion,2,2013-05-27
Ivy Queen,56,2009-11-10
DJ Nelson,0,2008-01-01
Don Omar,49,2010-01-01
Don Omar,49,2010-01-01
Yelsid,0,2008-03-15
Wisin & Yandel,0,2012-01-01
Farruko,57,2010-12-04
Farruko,0,2015-08-28
Farruko,0,2015-08-28
J Alvarez,1,2011-09-20
J Alvarez,47,2012-05-15
J Alvarez,60,2010-11-16
J Alvarez,15,2015-01-27
J Alvarez,0,2014-10-17
J Alvarez,0,2014-10-17
J Alvarez,0,2014-10-17
J Alvarez,27,2012-04-26
J Alvarez,47,2013-06-14
Cosculluela,0,2015-09-25
Ñejo,32,2013-06-19
Tony Dize,0,2015-04-07
Tony Dize,0,2010-09-20
Alexis y Fido,39,2014-08-05
Alexis y Fido,36,2014-03-03
Alexis y Fido,28,2014-03-03
Daddy Yankee,60,2012-01-01
Daddy Yankee,1,2004-07-13
Reykon,0,2010-09-25
Reykon,0,2010-09-25
Reykon,0,2012-09-26
Reykon,0,2011-09-27
Reykon,0,2011-03-23
J Balvin,0,2011-03-25
J Balvin,0,2011-03-25
J Balvin,0,2010-05-07
Nicky Jam,35,2014-11-04
Wisin & Yandel,40,2009-01-01
Don Omar,47,2010-01-01
Don Omar,1,2006-01-01
Lérica,49,2020-01-16
Bad Gyal,77,2019-12-12
Kexxy Pardo,46,2020-01-09
Sky Rompiendo,57,2020-01-10
Kexxy Pardo,43,2019-12-05
Kenny Man,46,2019-12-06
Mala Rodríguez,58,2019-10-25
Bad Gyal,65,2019-07-05
Sebastian Yatra,71,2019-10-24
Feid,67,2019-10-18
Lalo Ebratt,58,2019-10-10
IAmChino,44,2019-12-06
Yera,55,2019-10-31
Nacho,51,2019-09-20
Juan Magán,51,2019-07-19
Maikel Delacalle,59,2019-07-11
Guaynaa,76,2019-08-16
Lola Indigo,69,2019-07-30
Dalex,82,2019-09-06
Trapical,43,2019-08-29
Guaynaa,78,2019-07-12
Don Omar,61,2019-08-16
Kevin Roldan,63,2019-09-06
Gianluca Vacchi,56,2019-07-26
Juan Magán,65,2019-07-19
DJ Snake,74,2019-07-25
Joey Montana,53,2019-07-19
Lalo Ebratt,60,2019-07-26
Mozart La Para,37,2019-06-23
Bad Gyal,70,2019-07-19
Mala Rodríguez,49,2019-06-28
KAROL G,69,2019-04-05
Yera,58,2019-11-21
Alex Sensation,65,2019-06-21
Jhay Cortez,51,2019-05-24
Lalo Ebratt,77,2019-02-28
El Freaky,53,2019-05-03
The Rudeboyz,46,2019-04-12
Kenny Man,50,2019-03-22
Nicky Jam,90,2019-11-01
Cali Y El Dandee,71,2019-09-13
Tharyk,49,2020-01-03
Ricky Bernard,31,2019-12-25
DJ Valdi,59,2019-12-06
Sahony,38,2019-10-03
Armando Infante,33,2019-12-27
KAROL G,73,2018-09-14
Christian Nava,33,2019-11-22
"Tito ""El Bambino""",65,2019-05-31
Piso 21,79,2019-07-05
Jory Boy,54,2019-04-05
Becky G,76,2019-07-10
Becky G,76,2018-11-06
Natti Natasha,70,2019-05-01
Reykon,67,2019-03-29
Brytiago,63,2019-03-22
Miky Woodz,48,2019-03-29
Rombai,58,2019-01-25
Lit Killah,61,2018-11-29
